id,terrestrial_date,sol,ls,month,min_temp,pressure
242.0,1970-01-01 00:00:04.756792169,99,207,7,-68.0,829.0
3.0,1970-01-01 00:00:00.207550913,100,207,7,-66.0,829.0
4.0,1969-12-31 23:59:55.658309657,101,208,7,-65.0,830.0
5.0,1969-12-31 23:59:51.109068402,102,209,7,-67.0,833.0
6.0,1970-01-01 00:00:05.006571220,103,209,7,-66.0,836.0
7.0,1970-01-01 00:00:00.457329965,104,210,8,-67.0,838.0
8.0,1969-12-31 23:59:55.908088709,105,211,8,-66.0,839.0
9.0,1970-01-01 00:00:05.256350272,106,211,8,-66.0,841.0
10.0,1970-01-01 00:00:00.707109016,107,212,8,-66.0,844.0
11.0,1969-12-31 23:59:56.157867761,108,212,8,-65.0,845.0
12.0,1969-12-31 23:59:51.608626505,109,213,8,-64.0,844.0
14.0,1970-01-01 00:00:05.506129323,110,214,8,-65.0,848.0
15.0,1970-01-01 00:00:00.956888068,111,214,8,-66.0,849.0
16.0,1969-12-31 23:59:56.407646812,112,215,8,-65.0,852.0
17.0,1969-12-31 23:59:51.858405557,113,216,8,-66.0,857.0
18.0,1970-01-01 00:00:05.755908375,114,216,8,-69.0,857.0
19.0,1970-01-01 00:00:01.206667119,115,217,8,-66.0,857.0
20.0,1969-12-31 23:59:56.657425864,116,217,8,-67.0,859.0
21.0,1969-12-31 23:59:52.108184608,117,218,8,-66.0,861.0
22.0,1970-01-01 00:00:06.005687426,118,219,8,-65.0,864.0
23.0,1970-01-01 00:00:01.456446171,119,219,8,-66.0,866.0
25.0,1969-12-31 23:59:56.907204915,120,220,8,-67.0,867.0
26.0,1969-12-31 23:59:52.357963660,121,221,8,-66.0,869.0
27.0,1970-01-01 00:00:06.255466478,122,221,8,-65.0,869.0
28.0,1970-01-01 00:00:01.706225222,123,222,8,-66.0,875.0
29.0,1969-12-31 23:59:57.156983967,124,223,8,-66.0,876.0
30.0,1969-12-31 23:59:52.607742711,125,223,8,-68.0,880.0
31.0,1970-01-01 00:00:06.505245529,126,224,8,-66.0,880.0
32.0,1970-01-01 00:00:01.956004274,127,224,8,-67.0,884.0
33.0,1969-12-31 23:59:57.406763018,128,225,8,-67.0,883.0
34.0,1969-12-31 23:59:52.857521763,129,226,8,-65.0,886.0
36.0,1970-01-01 00:00:06.755024581,130,226,8,-65.0,888.0
37.0,1970-01-01 00:00:02.205783325,131,227,8,-65.0,889.0
38.0,1969-12-31 23:59:57.656542070,132,228,8,-65.0,890.0
39.0,1969-12-31 23:59:53.107300814,133,228,8,-65.0,891.0
40.0,1970-01-01 00:00:07.004803632,134,229,8,-67.0,893.0
41.0,1970-01-01 00:00:02.455562377,135,230,8,-65.0,894.0
42.0,1969-12-31 23:59:57.906321121,136,230,8,-65.0,897.0
43.0,1969-12-31 23:59:53.357079866,137,231,8,-64.0,896.0
44.0,1970-01-01 00:00:07.254582684,138,232,8,-65.0,899.0
45.0,1970-01-01 00:00:02.705341429,139,232,8,-66.0,899.0
47.0,1969-12-31 23:59:58.156100173,140,233,8,-66.0,903.0
48.0,1969-12-31 23:59:53.606858917,141,233,8,-64.0,904.0
49.0,1970-01-01 00:00:07.504361736,142,234,8,-65.0,906.0
50.0,1969-12-31 23:59:58.405879225,143,235,8,-63.0,908.0
51.0,1969-12-31 23:59:53.856637969,144,235,8,-64.0,907.0
52.0,1970-01-01 00:00:07.754140787,145,236,8,-64.0,909.0
53.0,1970-01-01 00:00:03.204899532,146,237,8,-65.0,908.0
54.0,1969-12-31 23:59:58.655658276,147,237,8,-65.0,914.0
55.0,1969-12-31 23:59:54.106417021,148,238,8,-65.0,912.0
56.0,1970-01-01 00:00:08.003919839,149,239,8,-65.0,914.0
58.0,1970-01-01 00:00:03.454678583,150,239,8,-64.0,913.0
59.0,1969-12-31 23:59:58.905437328,151,240,9,-65.0,915.0
60.0,1969-12-31 23:59:54.356196072,152,241,9,-63.0,914.0
61.0,1970-01-01 00:00:08.253698890,153,241,9,-65.0,915.0
62.0,1970-01-01 00:00:03.704457635,154,242,9,-65.0,917.0
63.0,1969-12-31 23:59:59.155216379,155,243,9,-64.0,917.0
64.0,1969-12-31 23:59:54.605975124,156,243,9,-65.0,922.0
65.0,1970-01-01 00:00:08.503477942,157,244,9,-64.0,920.0
66.0,1970-01-01 00:00:03.954236686,158,245,9,-66.0,922.0
67.0,1969-12-31 23:59:59.404995431,159,245,9,-65.0,918.0
69.0,1969-12-31 23:59:54.855754175,160,246,9,-67.0,919.0
70.0,1970-01-01 00:00:08.753256993,161,246,9,-65.0,919.0
71.0,1970-01-01 00:00:04.204015738,162,247,9,-65.0,919.0
72.0,1969-12-31 23:59:59.654774482,163,248,9,-65.0,919.0
73.0,1969-12-31 23:59:55.105533227,164,248,9,-64.0,919.0
74.0,1970-01-01 00:00:09.003036045,165,249,9,-65.0,922.0
75.0,1970-01-01 00:00:04.453794789,166,250,9,-65.0,922.0
76.0,1969-12-31 23:59:59.904553534,167,250,9,-65.0,920.0
77.0,1969-12-31 23:59:55.355312278,168,251,9,-66.0,923.0
78.0,1969-12-31 23:59:50.806071023,169,252,9,-66.0,922.0
80.0,1970-01-01 00:00:04.703573841,170,252,9,-66.0,925.0
81.0,1970-01-01 00:00:00.154332585,171,253,9,-67.0,925.0
82.0,1969-12-31 23:59:55.605091330,172,254,9,-67.0,923.0
83.0,1969-12-31 23:59:51.055850074,173,254,9,-67.0,920.0
84.0,1970-01-01 00:00:04.953352892,174,255,9,-67.0,921.0
85.0,1970-01-01 00:00:00.404111637,175,256,9,-68.0,921.0
86.0,1969-12-31 23:59:55.854870381,176,256,9,-67.0,920.0
87.0,1969-12-31 23:59:51.305629126,177,257,9,-66.0,921.0
88.0,1970-01-01 00:00:05.203131944,178,258,9,-66.0,920.0
89.0,1969-12-31 23:59:56.104649433,179,258,9,-66.0,920.0
91.0,1969-12-31 23:59:51.555408177,180,259,9,-67.0,919.0
92.0,1970-01-01 00:00:05.452910996,181,260,9,-67.0,918.0
93.0,1970-01-01 00:00:00.903669740,182,260,9,-67.0,921.0
94.0,1969-12-31 23:59:56.354428484,183,261,9,-67.0,921.0
95.0,1969-12-31 23:59:51.805187229,184,261,9,-67.0,923.0
96.0,1970-01-01 00:00:05.702690047,185,262,9,-67.0,923.0
97.0,1970-01-01 00:00:01.153448792,186,263,9,-66.0,922.0
98.0,1969-12-31 23:59:56.604207536,187,263,9,-67.0,921.0
99.0,1969-12-31 23:59:52.054966280,188,264,9,-68.0,920.0
100.0,1970-01-01 00:00:05.952469099,189,265,9,-68.0,920.0
102.0,1970-01-01 00:00:01.403227843,190,265,9,-66.0,917.0
103.0,1969-12-31 23:59:56.853986588,191,266,9,-67.0,921.0
106.0,1969-12-31 23:59:52.554524384,196,269,9,-66.0,916.0
107.0,1970-01-01 00:00:06.452027202,197,270,10,-68.0,915.0
108.0,1970-01-01 00:00:01.902785946,198,271,10,-67.0,914.0
109.0,1969-12-31 23:59:57.353544691,199,271,10,-66.0,917.0
116.0,1969-12-31 23:59:54.302977744,223,287,10,-71.0,895.0
117.0,1970-01-01 00:00:08.200480563,224,287,10,-69.0,894.0
118.0,1970-01-01 00:00:03.651239307,225,288,10,-71.0,894.0
119.0,1969-12-31 23:59:59.101998052,226,288,10,-70.0,894.0
120.0,1969-12-31 23:59:54.552756796,227,289,10,-70.0,892.0
121.0,1970-01-01 00:00:08.450259614,228,290,10,-71.0,894.0
122.0,1970-01-01 00:00:03.901018359,229,290,10,-69.0,894.0
124.0,1969-12-31 23:59:59.351777103,230,291,10,-69.0,888.0
125.0,1969-12-31 23:59:54.802535848,231,292,10,-71.0,890.0
126.0,1970-01-01 00:00:08.700038666,232,292,10,-69.0,888.0
127.0,1970-01-01 00:00:04.150797410,233,293,10,-69.0,889.0
128.0,1969-12-31 23:59:59.601556155,234,293,10,-69.0,890.0
129.0,1969-12-31 23:59:55.052314899,235,294,10,-70.0,886.0
130.0,1970-01-01 00:00:08.949817717,236,295,10,-72.0,886.0
131.0,1970-01-01 00:00:04.400576462,237,295,10,-71.0,883.0
132.0,1969-12-31 23:59:59.851335206,238,296,10,-70.0,885.0
133.0,1969-12-31 23:59:55.302093951,239,297,10,-73.0,885.0
135.0,1970-01-01 00:00:09.199596769,240,297,10,-70.0,884.0
136.0,1970-01-01 00:00:04.650355513,241,298,10,-72.0,884.0
137.0,1970-01-01 00:00:00.101114258,242,298,10,-70.0,881.0
138.0,1969-12-31 23:59:55.551873002,243,299,10,-71.0,884.0
139.0,1969-12-31 23:59:51.002631747,244,300,11,-69.0,878.0
140.0,1970-01-01 00:00:04.900134565,245,300,11,-70.0,879.0
141.0,1970-01-01 00:00:00.350893309,246,301,11,-73.0,878.0
142.0,1969-12-31 23:59:55.801652054,247,301,11,-71.0,873.0
143.0,1969-12-31 23:59:51.252410798,248,302,11,-70.0,877.0
144.0,1970-01-01 00:00:05.149913616,249,303,11,-69.0,873.0
146.0,1970-01-01 00:00:00.600672361,250,303,11,-70.0,877.0
147.0,1969-12-31 23:59:56.051431105,251,304,11,-71.0,876.0
148.0,1970-01-01 00:00:05.399692668,252,304,11,-71.0,874.0
149.0,1970-01-01 00:00:00.850451412,253,305,11,-71.0,877.0
150.0,1969-12-31 23:59:56.301210157,254,306,11,-70.0,871.0
151.0,1969-12-31 23:59:51.751968901,255,306,11,-69.0,877.0
152.0,1970-01-01 00:00:05.649471719,256,307,11,-70.0,871.0
153.0,1970-01-01 00:00:01.100230464,257,308,11,-70.0,871.0
154.0,1969-12-31 23:59:56.550989208,258,308,11,-71.0,869.0
155.0,1969-12-31 23:59:52.001747953,259,309,11,-72.0,871.0
157.0,1970-01-01 00:00:05.899250771,260,309,11,-70.0,875.0
158.0,1970-01-01 00:00:01.350009515,261,310,11,-70.0,868.0
161.0,1970-01-01 00:00:06.398808874,268,314,11,-70.0,864.0
162.0,1970-01-01 00:00:01.849567619,269,315,11,-72.0,866.0
164.0,1969-12-31 23:59:57.300326363,270,315,11,-67.0,863.0
165.0,1969-12-31 23:59:52.751085108,271,316,11,-69.0,864.0
166.0,1970-01-01 00:00:06.648587926,272,316,11,-71.0,864.0
167.0,1970-01-01 00:00:02.099346670,273,317,11,-70.0,861.0
168.0,1969-12-31 23:59:57.550105415,274,318,11,-70.0,861.0
169.0,1969-12-31 23:59:53.000864159,275,318,11,-67.0,860.0
244.0,1970-01-01 00:00:06.898366977,276,319,11,-69.0,858.0
245.0,1970-01-01 00:00:02.349125722,277,319,11,-69.0,857.0
246.0,1969-12-31 23:59:57.799884466,278,320,11,-67.0,855.0
247.0,1969-12-31 23:59:53.250643211,279,321,11,-68.0,856.0
248.0,1970-01-01 00:00:07.148146029,280,321,11,-69.0,856.0
249.0,1970-01-01 00:00:02.598904773,281,322,11,-68.0,855.0
250.0,1969-12-31 23:59:58.049663518,282,322,11,-72.0,856.0
251.0,1969-12-31 23:59:53.500422262,283,323,11,-68.0,854.0
252.0,1970-01-01 00:00:07.397925080,284,323,11,-71.0,854.0
253.0,1970-01-01 00:00:02.848683825,285,324,11,-70.0,852.0
254.0,1969-12-31 23:59:58.299442569,286,325,11,-71.0,854.0
255.0,1969-12-31 23:59:53.750201314,287,325,11,-72.0,856.0
256.0,1970-01-01 00:00:03.098462876,288,326,11,-69.0,854.0
257.0,1969-12-31 23:59:58.549221621,289,326,11,-71.0,854.0
258.0,1969-12-31 23:59:53.999980365,290,327,11,-71.0,853.0
259.0,1970-01-01 00:00:07.897483183,291,327,11,-70.0,853.0
260.0,1970-01-01 00:00:03.348241928,292,328,11,-71.0,853.0
261.0,1969-12-31 23:59:58.799000672,293,329,11,-72.0,850.0
262.0,1969-12-31 23:59:54.249759417,294,329,11,-72.0,852.0
263.0,1970-01-01 00:00:08.147262235,295,330,12,-71.0,853.0
264.0,1970-01-01 00:00:03.598020979,296,330,12,-71.0,850.0
265.0,1969-12-31 23:59:59.048779724,297,331,12,-72.0,849.0
266.0,1969-12-31 23:59:54.499538468,298,331,12,-72.0,850.0
267.0,1970-01-01 00:00:08.397041287,299,332,12,-71.0,849.0
286.0,1970-01-01 00:00:03.847800031,300,333,12,-72.0,852.0
276.0,1969-12-31 23:59:59.298558775,301,333,12,-73.0,852.0
287.0,1969-12-31 23:59:54.749317520,302,334,12,-71.0,850.0
283.0,1970-01-01 00:00:08.646820338,303,334,12,-71.0,849.0
281.0,1970-01-01 00:00:04.097579083,304,335,12,-70.0,848.0
275.0,1969-12-31 23:59:59.548337827,305,335,12,-71.0,847.0
280.0,1969-12-31 23:59:54.999096571,306,336,12,-71.0,848.0
279.0,1970-01-01 00:00:08.896599390,307,336,12,-72.0,851.0
282.0,1970-01-01 00:00:04.347358134,308,337,12,-73.0,850.0
284.0,1969-12-31 23:59:59.798116879,309,338,12,-72.0,848.0
278.0,1969-12-31 23:59:55.248875623,310,338,12,-71.0,849.0
277.0,1970-01-01 00:00:09.146378441,311,339,12,-74.0,846.0
285.0,1970-01-01 00:00:04.597137186,312,339,12,-71.0,845.0
274.0,1970-01-01 00:00:00.047895930,313,340,12,-77.0,849.0
272.0,1969-12-31 23:59:55.498654675,314,340,12,-73.0,848.0
273.0,1969-12-31 23:59:50.949413419,315,341,12,-74.0,850.0
288.0,1970-01-01 00:00:04.846916237,316,341,12,-74.0,851.0
268.0,1970-01-01 00:00:00.297674982,317,342,12,-72.0,849.0
270.0,1969-12-31 23:59:55.748433726,318,342,12,-74.0,849.0
271.0,1969-12-31 23:59:51.199192471,319,343,12,-73.0,847.0
269.0,1970-01-01 00:00:05.096695289,320,344,12,-74.0,846.0
289.0,1970-01-01 00:00:00.547454033,321,344,12,-75.0,847.0
291.0,1969-12-31 23:59:55.998212778,322,345,12,-74.0,849.0
290.0,1969-12-31 23:59:51.448971522,323,345,12,-74.0,847.0
292.0,1970-01-01 00:00:05.346474340,324,346,12,-75.0,850.0
294.0,1969-12-31 23:59:56.247991829,325,346,12,-74.0,847.0
295.0,1969-12-31 23:59:51.698750574,326,347,12,-72.0,848.0
296.0,1970-01-01 00:00:05.596253392,327,347,12,-74.0,848.0
293.0,1970-01-01 00:00:01.047012136,328,348,12,-75.0,847.0
298.0,1969-12-31 23:59:56.497770881,329,348,12,-74.0,847.0
297.0,1969-12-31 23:59:51.948529625,330,349,12,-75.0,848.0
303.0,1970-01-01 00:00:05.846032443,331,349,12,-74.0,848.0
300.0,1970-01-01 00:00:01.296791188,332,350,12,-76.0,849.0
299.0,1969-12-31 23:59:56.747549932,333,350,12,-75.0,849.0
301.0,1969-12-31 23:59:52.198308677,334,351,12,-74.0,852.0
302.0,1970-01-01 00:00:06.095811495,335,352,12,-76.0,852.0
305.0,1970-01-01 00:00:01.546570239,336,352,12,-76.0,852.0
304.0,1969-12-31 23:59:56.997328984,337,353,12,-75.0,853.0
306.0,1969-12-31 23:59:52.448087728,338,353,12,-78.0,848.0
308.0,1970-01-01 00:00:06.345590546,339,354,12,-76.0,849.0
307.0,1970-01-01 00:00:01.796349291,340,354,12,-76.0,851.0
310.0,1969-12-31 23:59:57.247108035,341,355,12,-77.0,852.0
309.0,1969-12-31 23:59:52.697866780,342,355,12,-76.0,851.0
311.0,1970-01-01 00:00:06.595369598,343,356,12,-77.0,850.0
317.0,1970-01-01 00:00:02.046128343,344,356,12,-77.0,851.0
312.0,1969-12-31 23:59:57.496887087,345,357,12,-77.0,853.0
314.0,1969-12-31 23:59:52.947645831,346,357,12,-76.0,853.0
313.0,1970-01-01 00:00:06.845148650,347,358,12,-77.0,851.0
315.0,1970-01-01 00:00:02.295907394,348,358,12,-74.0,850.0
316.0,1969-12-31 23:59:57.746666139,349,359,12,-75.0,852.0
318.0,1969-12-31 23:59:53.197424883,350,359,12,-76.0,853.0
320.0,1970-01-01 00:00:07.094927701,351,0,1,-75.0,853.0
319.0,1970-01-01 00:00:02.545686446,352,0,1,-77.0,854.0
323.0,1969-12-31 23:59:57.996445190,353,1,1,-75.0,855.0
322.0,1969-12-31 23:59:53.447203935,354,1,1,-75.0,857.0
321.0,1970-01-01 00:00:07.344706753,355,2,1,-75.0,857.0
324.0,1970-01-01 00:00:02.795465497,356,2,1,-77.0,856.0
325.0,1969-12-31 23:59:58.246224242,357,3,1,-76.0,857.0
326.0,1970-01-01 00:00:08.094043907,366,7,1,-76.0,861.0
328.0,1970-01-01 00:00:03.544802652,367,8,1,-76.0,862.0
330.0,1969-12-31 23:59:58.995561396,368,8,1,-77.0,863.0
331.0,1969-12-31 23:59:54.446320141,369,9,1,-75.0,865.0
332.0,1970-01-01 00:00:08.343822959,370,9,1,-79.0,865.0
333.0,1970-01-01 00:00:03.794581703,371,10,1,-77.0,865.0
334.0,1969-12-31 23:59:59.245340448,372,10,1,-76.0,866.0
335.0,1969-12-31 23:59:54.696099192,373,11,1,-79.0,866.0
337.0,1970-01-01 00:00:08.593602010,374,11,1,-79.0,866.0
336.0,1970-01-01 00:00:04.044360755,375,12,1,-77.0,867.0
340.0,1969-12-31 23:59:59.495119499,376,12,1,-78.0,870.0
338.0,1969-12-31 23:59:54.945878244,377,13,1,-78.0,870.0
339.0,1970-01-01 00:00:08.843381062,378,13,1,-78.0,869.0
341.0,1970-01-01 00:00:04.294139806,379,14,1,-79.0,870.0
343.0,1969-12-31 23:59:59.744898551,380,14,1,-79.0,870.0
345.0,1969-12-31 23:59:55.195657295,381,15,1,-79.0,871.0
344.0,1970-01-01 00:00:09.093160114,382,15,1,-76.0,872.0
342.0,1970-01-01 00:00:04.543918858,383,16,1,-77.0,874.0
346.0,1969-12-31 23:59:59.994677602,384,16,1,-77.0,875.0
351.0,1969-12-31 23:59:55.445436347,385,17,1,-78.0,874.0
347.0,1969-12-31 23:59:50.896195091,386,17,1,-77.0,873.0
349.0,1970-01-01 00:00:04.793697910,387,18,1,-78.0,874.0
350.0,1970-01-01 00:00:00.244456654,388,18,1,-79.0,875.0
348.0,1969-12-31 23:59:55.695215398,389,19,1,-79.0,875.0
352.0,1969-12-31 23:59:51.145974143,390,19,1,-78.0,875.0
353.0,1970-01-01 00:00:05.043476961,391,20,1,-78.0,875.0
354.0,1970-01-01 00:00:00.494235706,392,20,1,-77.0,876.0
355.0,1969-12-31 23:59:55.944994450,393,21,1,-76.0,877.0
356.0,1969-12-31 23:59:51.395753194,394,21,1,-79.0,878.0
357.0,1970-01-01 00:00:05.293256013,395,22,1,-77.0,878.0
358.0,1970-01-01 00:00:00.744014757,396,22,1,-78.0,879.0
359.0,1969-12-31 23:59:51.645532246,397,23,1,-75.0,880.0
360.0,1970-01-01 00:00:05.543035064,398,23,1,-79.0,880.0
361.0,1970-01-01 00:00:00.993793809,399,24,1,-79.0,881.0
363.0,1969-12-31 23:59:56.444552553,400,24,1,-79.0,881.0
362.0,1969-12-31 23:59:51.895311298,401,25,1,-79.0,882.0
365.0,1970-01-01 00:00:05.792814116,402,25,1,-78.0,883.0
364.0,1970-01-01 00:00:01.243572860,403,25,1,-80.0,883.0
367.0,1969-12-31 23:59:56.694331605,404,26,1,-78.0,884.0
366.0,1969-12-31 23:59:52.145090349,405,26,1,-82.0,885.0
374.0,1970-01-01 00:00:06.042593167,406,27,1,-81.0,886.0
370.0,1970-01-01 00:00:01.493351912,407,27,1,-81.0,887.0
369.0,1969-12-31 23:59:56.944110656,408,28,1,-80.0,887.0
368.0,1969-12-31 23:59:52.394869401,409,28,1,-81.0,887.0
373.0,1970-01-01 00:00:06.292372219,410,29,1,-81.0,888.0
372.0,1970-01-01 00:00:01.743130963,411,29,1,-82.0,887.0
371.0,1969-12-31 23:59:57.193889708,412,30,2,-80.0,888.0
376.0,1969-12-31 23:59:52.644648452,413,30,2,-82.0,888.0
375.0,1970-01-01 00:00:06.542151270,414,31,2,-79.0,889.0
377.0,1970-01-01 00:00:01.992910015,415,31,2,-82.0,890.0
378.0,1969-12-31 23:59:57.443668759,416,32,2,-79.0,889.0
379.0,1969-12-31 23:59:52.894427504,417,32,2,-82.0,890.0
380.0,1970-01-01 00:00:06.791930322,418,33,2,-79.0,891.0
381.0,1970-01-01 00:00:02.242689066,419,33,2,-82.0,891.0
385.0,1969-12-31 23:59:57.693447811,420,33,2,-80.0,892.0
382.0,1969-12-31 23:59:53.144206555,421,34,2,-81.0,890.0
384.0,1970-01-01 00:00:07.041709374,422,34,2,-82.0,891.0
383.0,1970-01-01 00:00:02.492468118,423,35,2,-81.0,892.0
386.0,1969-12-31 23:59:57.943226862,424,35,2,-81.0,893.0
393.0,1969-12-31 23:59:53.393985607,425,36,2,-81.0,893.0
388.0,1970-01-01 00:00:07.291488425,426,36,2,-79.0,893.0
392.0,1970-01-01 00:00:02.742247170,427,37,2,-81.0,893.0
391.0,1969-12-31 23:59:58.193005914,428,37,2,-81.0,894.0
387.0,1969-12-31 23:59:53.643764658,429,38,2,-82.0,895.0
390.0,1970-01-01 00:00:07.541267477,430,38,2,-82.0,896.0
389.0,1970-01-01 00:00:02.992026221,431,39,2,-83.0,895.0
395.0,1969-12-31 23:59:58.442784966,432,39,2,-80.0,896.0
394.0,1969-12-31 23:59:53.893543710,433,40,2,-81.0,895.0
397.0,1970-01-01 00:00:03.241805273,434,40,2,-80.0,896.0
396.0,1969-12-31 23:59:58.692564017,435,40,2,-81.0,896.0
398.0,1969-12-31 23:59:54.143322762,436,41,2,-81.0,897.0
399.0,1970-01-01 00:00:08.040825580,437,41,2,-82.0,898.0
400.0,1970-01-01 00:00:03.491584324,438,42,2,-79.0,899.0
401.0,1969-12-31 23:59:58.942343069,439,42,2,-80.0,899.0
404.0,1969-12-31 23:59:54.393101813,440,43,2,-80.0,899.0
402.0,1970-01-01 00:00:08.290604631,441,43,2,-81.0,900.0
